Country Name,Country Code,LifeExp_1960,LifeExp_1961,LifeExp_1962,LifeExp_1963,LifeExp_1964,LifeExp_1965,LifeExp_1966,LifeExp_1967,LifeExp_1968,LifeExp_1969,LifeExp_1970,LifeExp_1971,LifeExp_1972,LifeExp_1973,LifeExp_1974,LifeExp_1975,LifeExp_1976,LifeExp_1977,LifeExp_1978,LifeExp_1979,LifeExp_1980,LifeExp_1981,LifeExp_1982,LifeExp_1983,LifeExp_1984,LifeExp_1985,LifeExp_1986,LifeExp_1987,LifeExp_1988,LifeExp_1989,LifeExp_1990,LifeExp_1991,LifeExp_1992,LifeExp_1993,LifeExp_1994,LifeExp_1995,LifeExp_1996,LifeExp_1997,LifeExp_1998,LifeExp_1999,LifeExp_2000,LifeExp_2001,LifeExp_2002,LifeExp_2003,LifeExp_2004,LifeExp_2005,LifeExp_2006,LifeExp_2007,LifeExp_2008,LifeExp_2009,LifeExp_2010,LifeExp_2011,LifeExp_2012,LifeExp_2013,LifeExp_2014,LifeExp_2015
Channel Islands,CHI,70.6397804878,70.7344146341,70.830097561,70.9333170732,71.0475853659,71.1719268293,71.2993414634,71.4218536585,71.5359756098,71.6407073171,71.7390487805,71.836,71.9380487805,72.0501707317,72.1773658537,72.3246097561,72.493902439,72.6852439024,72.8931219512,73.1160243902,73.3449512195,73.5739268293,73.7959268293,74.0064634146,74.2065365854,74.3981219512,74.5877317073,74.7818292683,74.9854634146,75.1985853659,75.4182439024,75.6369268293,75.8496829268,76.053,76.2473902439,76.4368536585,76.6278780488,76.827,77.0396585366,77.2683414634,77.5145121951,77.7781707317,78.0557804878,78.3398292683,78.6253170732,78.9032195122,79.1665365854,79.410804878,79.6330243902,79.8327073171,80.0103658537,80.1695121951,80.3186585366,80.4628292683,80.6064878049,80.7516829268
Chile,CHL,57.4582926829,57.9863414634,58.5153902439,59.0464390244,59.5780243902,60.110097561,60.6432195122,61.1753902439,61.7075853659,62.2383414634,62.7681463415,63.2965121951,63.822902439,64.3473414634,64.869804878,65.388804878,65.9053414634,66.417902439,66.9265121951,67.4316585366,67.9313414634,68.4280731707,68.9198536585,69.4076585366,69.891,70.3693902439,70.842804878,71.3107560976,71.7732439024,72.2292439024,72.6787804878,73.1213414634,73.5584390244,73.9885609756,74.4127073171,74.8303902439,75.2416097561,75.6463658537,76.0446585366,76.4359756098,76.8208292683,77.1987073171,77.5695853659,77.9329756098,78.2893902439,78.6382926829,78.9791707317,79.3135365854,79.640902439,79.960804878,80.275804878,80.5869756098,80.8948536585,81.1979268293,81.496195122,81.7875609756
China,CHN,43.354,43.6733414634,44.3983414634,45.5788780488,47.1895609756,49.1393170732,51.282195122,53.429804878,55.4275121951,57.1918780488,58.680804878,59.9079756098,60.9593414634,61.9064634146,62.7681219512,63.5586585366,64.2825853659,64.9365365854,65.5232195122,66.0496829268,66.5215121951,66.9398536585,67.3077560976,67.6287560976,67.9103658537,68.1570731707,68.371804878,68.5594390244,68.7254390244,68.8802926829,69.0305121951,69.182097561,69.3396341463,69.5092195122,69.6999268293,69.9264146341,70.1998292683,70.5226829268,70.8904634146,71.2971219512,71.7304634146,72.1757804878,72.6148780488,73.0331219512,73.4199512195,73.7669512195,74.0717073171,74.3404390244,74.5832682927,74.8032682927,75.0074146341,75.2021707317,75.3929268293,75.5851463415,75.7822682927,75.9863414634
Cote d'Ivoire,CIV,36.8724146341,37.5630731707,38.2338292683,38.8801707317,39.505097561,40.1244146341,40.7619268293,41.4369512195,42.161,42.932097561,43.7434390244,44.5798292683,45.4160243902,46.2312195122,47.0094634146,47.7422195122,48.4248780488,49.0616585366,49.655902439,50.2040487805,50.7090731707,51.1744878049,51.602902439,51.9883902439,52.3224878049,52.5941219512,52.7916829268,52.9041707317,52.918195122,52.8274390244,52.6069268293,52.2327317073,51.7116097561,51.0675121951,50.336097561,49.5606585366,48.7902439024,48.0750487805,47.4635121951,46.9925609756,46.6993902439,46.6076097561,46.6955853659,46.9329756098,47.2965365854,47.7518536585,48.2587560976,48.7788292683,49.2797804878,49.7404878049,50.1514634146,50.5172195122,50.8633414634,51.2084634146,51.5595853659,51.9197560976
Cameroon,CMR,41.5237560976,41.9653414634,42.4059512195,42.8435609756,43.2786585366,43.7151707317,44.1585121951,44.6136341463,45.0845609756,45.5717804878,46.0763902439,46.5984878049,47.132195122,47.6715609756,48.2111219512,48.7463902439,49.2738292683,49.7903658537,50.2884390244,50.763,51.2070243902,51.6135121951,51.9819756098,52.3104146341,52.5973414634,52.8447804878,53.0567317073,53.2382195122,53.3897804878,53.5099512195,53.5912682927,53.6242682927,53.6019512195,53.5248292683,53.3968780488,53.2186097561,52.9905365854,52.726097561,52.4467317073,52.1738536585,51.9358780488,51.757195122,51.6552682927,51.6390487805,51.7164878049,51.8890487805,52.1502439024,52.4791463415,52.8558292683,53.2648536585,53.6948292683,54.1373658537,54.5875121951,55.041804878,55.4927560976,55.9343902439
"Congo, Dem. Rep.",COD,41.0180487805,41.2335365854,41.4515121951,41.678,41.918,42.1804878049,42.4724878049,42.7919756098,43.1334634146,43.4889512195,43.8429268293,44.176902439,44.4763902439,44.7373658537,44.9603658537,45.1568536585,45.3453658537,45.5453658537,45.7708780488,46.0248780488,46.3028780488,46.5928780488,46.8803658537,47.1523414634,47.4073170732,47.6527560976,47.9037073171,48.1701463415,48.4515853659,48.7370243902,48.9929756098,49.1749268293,49.2614146341,49.2534146341,49.1724146341,49.0659268293,48.9969512195,49.0244634146,49.1924390244,49.5174146341,50.0028780488,50.6293414634,51.346804878,52.1067804878,52.8792682927,53.6382926829,54.3678292683,55.0644146341,55.724,56.3370731707,56.8961463415,57.3986341463,57.8540731707,58.2719268293,58.659195122,59.023902439
"Congo, Rep.",COG,48.5816341463,49.2300487805,49.8439512195,50.4188536585,50.9522926829,51.4413658537,51.8886585366,52.2982195122,52.6770731707,53.029195122,53.3595365854,53.6725121951,53.97,54.2554146341,54.531195122,54.8028536585,55.0764146341,55.348902439,55.613902439,55.864902439,56.0908780488,56.282804878,56.4291707317,56.5184390244,56.5421707317,56.4878536585,56.3485121951,56.1267073171,55.8294634146,55.4638536585,55.0289756098,54.5223902439,53.9591219512,53.3626585366,52.7639268293,52.1888536585,51.6598292683,51.202195122,50.8473658537,50.6282682927,50.5898780488,50.773195122,51.1792926829,51.7942195122,52.598,53.5615365854,54.6478292683,55.8013170732,56.9650731707,58.0936341463,59.1431219512,60.0851707317,60.923902439,61.6663902439,62.3111463415,62.8676585366
Colombia,COL,56.7167560976,57.2477317073,57.7392195122,58.2007560976,58.6412682927,59.0621707317,59.4633414634,59.8402195122,60.1957804878,60.5370487805,60.873195122,61.2113902439,61.5607804878,61.9283902439,62.3216097561,62.7521463415,63.2321219512,63.7582682927,64.3189756098,64.9003414634,65.4781707317,66.0249268293,66.5200731707,66.9469268293,67.2995365854,67.5742926829,67.776804878,67.929195122,68.0547317073,68.1709756098,68.297195122,68.4513170732,68.6402195122,68.8656341463,69.1295853659,69.4269268293,69.7483658537,70.075,70.3949512195,70.7005609756,70.9887073171,71.2603902439,71.5217317073,71.776902439,72.0249512195,72.2639268293,72.4914390244,72.7055121951,72.9071707317,73.0969512195,73.2778536585,73.454804878,73.6307804878,73.8097317073,73.9931463415,74.1820243902
Comoros,COM,41.4424390244,41.8395365854,42.2377560976,42.635,43.0327073171,43.4342682927,43.8456097561,44.271195122,44.7120487805,45.1682195122,45.6317804878,46.0933658537,46.5475853659,46.9915365854,47.4307317073,47.8757073171,48.3429268293,48.8452926829,49.389195122,49.9741219512,50.596,51.2443414634,51.9031219512,52.5573658537,53.1975609756,53.819195122,54.4222926829,55.0093658537,55.5809268293,56.1305121951,56.6536097561,57.1452195122,57.5993414634,58.0134634146,58.3825853659,58.6971707317,58.9471707317,59.1355853659,59.2709268293,59.3656829268,59.438902439,59.5101463415,59.5989268293,59.720804878,59.8887560976,60.1097804878,60.3883170732,60.7123414634,61.0672926829,61.444195122,61.8305121951,62.2127560976,62.5829756098,62.9321707317,63.2568536585,63.5540243902
Cabo Verde,CPV,48.8564146341,49.0459756098,49.3165121951,49.6805121951,50.139,50.6799756098,51.2804146341,51.9108292683,52.5467317073,53.1756585366,53.7945853659,54.4090487805,55.0335609756,55.6766341463,56.3387560976,57.0209268293,57.7246341463,58.4423414634,59.1650487805,59.8837560976,60.5849756098,61.2562195122,61.8894878049,62.4813170732,63.027195122,63.5271219512,63.9820731707,64.4030487805,64.8015365854,65.1865121951,65.5705121951,65.9635121951,66.3715365854,66.7945853659,67.2321219512,67.6786585366,68.1231463415,68.5555609756,68.9664146341,69.3546829268,69.7243902439,70.0860243902,70.4481463415,70.8132682927,71.1763902439,71.5235365854,71.8356829268,72.0993658537,72.3095365854,72.4712195122,72.597902439,72.7095609756,72.8282195122,72.9723658537,73.147,73.3556341463
Costa Rica,CRI,60.576195122,61.2885609756,61.9837804878,62.6497560976,63.2794878049,63.8689268293,64.4205853659,64.9460243902,65.4563170732,65.9594878049,66.4626097561,66.9717073171,67.4893170732,68.0174634146,68.5591707317,69.1194146341,69.703195122,70.306,70.9193170732,71.532195122,72.130195122,72.697902439,73.2233414634,73.6970731707,74.1146097561,74.4734390244,74.7760487805,75.0353902439,75.2628780488,75.4684878049,75.6586829268,75.8419268293,76.0202195122,76.1975365854,76.3763414634,76.5586097561,76.741804878,76.9224146341,77.0969268293,77.2643658537,77.4226829268,77.5708780488,77.7094634146,77.8404634146,77.9653658537,78.0866585366,78.207804878,78.3303170732,78.4577317073,78.5926097561,78.7360487805,78.8901707317,79.0535365854,79.2252195122,79.4027073171,79.5864634146
Caribbean small states,CSS,62.313971989,62.8104524734,63.2669404085,63.6799085453,64.0503841884,64.380047755,64.673335988,64.940502012,65.1924451644,65.4377498069,65.6842473666,65.9382071067,66.2005107231,66.4696628028,66.745376535,67.0256046836,67.307530237,67.5859026605,67.8554349601,68.1132710893,68.3545517267,68.5741622316,68.768843639,68.9393902561,69.0820537206,69.1987637352,69.2938241307,69.3807403742,69.4427282209,69.5065456638,69.5652620925,69.6182894526,69.7027978178,69.706647382,69.7491695362,69.7965341699,69.8519290999,69.9859545661,69.9983150249,70.094197877,70.2098106108,70.3490302711,70.5813610479,70.6948188168,70.8963900286,71.1134220879,71.3418918915,71.5752342001,71.8071379557,72.0304838471,72.2394031075,72.4298442428,72.60232708,72.7585268487,72.9002754868,73.0301905751
Cuba,CUB,63.9046585366,64.5164390244,65.1382195122,65.7680243902,66.401804878,67.0315609756,67.6492439024,68.2478536585,68.8208780488,69.365804878,69.883097561,70.3782926829,70.8563902439,71.3209512195,71.7694878049,72.1976097561,72.5988536585,72.9662682927,73.2958292683,73.5845365854,73.8317560976,74.0363658537,74.2032682927,74.3393902439,74.4477560976,74.5289268293,74.5815365854,74.6077073171,74.6180487805,74.623097561,74.643804878,74.7005609756,74.8032926829,74.9589268293,75.1639756098,75.409,75.6756341463,75.9419756098,76.1930731707,76.4258780488,76.644804878,76.8652195122,77.1024634146,77.3639512195,77.6446829268,77.9321463415,78.2059512195,78.449195122,78.6505121951,78.8109756098,78.9356341463,79.0395121951,79.1416097561,79.2563902439,79.3908292683,79.5464146341
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7097560976,75.3634146341,75.3097560976,76.156097561,,77.4731707317,,,77.8243902439,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,69.5939268293,69.9278292683,70.2512439024,70.5646829268,70.8691219512,71.1650731707,71.4525365854,71.731,72.0024878049,72.2659756098,72.5229756098,72.7729756098,73.0169756098,73.2544634146,73.4854634146,73.7104390244,73.9304146341,74.1448780488,74.3538536585,74.5578292683,74.756804878,74.9512926829,75.1407560976,75.3252439024,75.5062195122,75.6827073171,75.8561707317,76.0251219512,76.1910731707,76.3540243902,76.5139512195,76.6713902439,76.8263170732,76.9782682927,77.1277073171,77.2746585366,77.419097561,77.5610243902,77.7009268293,77.837804878,77.9716829268,78.1005609756,78.2239512195,78.3458536585,78.4657560976,78.5896097561,78.7228780488,78.8685121951,79.0275365854,79.1994878049,79.3819512195,79.5715121951,79.7622682927,79.9497804878,80.1315609756,80.307097561
Czech Republic,CZE,70.3487804878,70.5126829268,69.7868292683,70.3043902439,70.4595121951,70.1631707317,70.3848780488,70.2641463415,69.8407317073,69.3670731707,69.4402439024,69.6770731707,70.1765853659,70.0226829268,70.0865853659,70.4146341463,70.5326829268,70.5734146341,70.643902439,70.7495121951,70.2780487805,70.722195122,70.807804878,70.5914634146,70.8375609756,71.0463414634,70.9973170732,71.4456097561,71.6414634146,71.6756097561,71.383902439,71.8982926829,72.2717073171,72.767804878,72.9726829268,73.0748780488,73.7146341463,73.8248780488,74.5146341463,74.6682926829,74.9682926829,75.1731707317,75.2219512195,75.1707317073,75.7219512195,75.9243902439,76.5243902439,76.7243902439,76.9756097561,77.0780487805,77.4243902439,77.8731707317,78.0756097561,78.1756097561,78.8243902439,79.4731707317
Germany,DEU,69.3129512195,69.5099512195,69.6925121951,69.860097561,70.0137073171,70.1518292683,70.2709268293,70.3735121951,70.465097561,70.5506829268,70.6397804878,70.7428780488,70.867,71.0166829268,71.1954146341,71.4017317073,71.6341463415,71.8836829268,72.142804878,72.4085365854,72.677902439,72.9523902439,73.2309756098,73.5121463415,73.7928536585,74.0645365854,74.3216341463,74.5596097561,74.7789512195,74.9826829268,75.1773658537,75.3195121951,75.8195121951,75.8707317073,76.2707317073,76.4219512195,76.6731707317,77.0731707317,77.4756097561,77.7268292683,77.9268292683,78.3292682927,78.2292682927,78.3804878049,78.6804878049,78.9317073171,79.1317073171,79.5341463415,79.7365853659,79.8365853659,79.987804878,80.4365853659,80.5390243902,80.4902439024,81.0902439024,81.0902439024
Djibouti,DJI,44.0212682927,44.4513414634,44.8744390244,45.2910487805,45.7086341463,46.1471463415,46.6335121951,47.1816585366,47.7916341463,48.4529268293,49.136097561,49.8017560976,50.4154878049,50.9548536585,51.413902439,51.8036097561,52.1499756098,52.486902439,52.8398780488,53.2173658537,53.6173414634,54.0288536585,54.4324146341,54.811,55.1586341463,55.4727317073,55.7567317073,56.0166585366,56.2559268293,56.4736097561,56.6631707317,56.8161463415,56.9295853659,57.0035853659,57.0436585366,57.0534146341,57.0384146341,57.011195122,56.9877317073,56.9814634146,57.0103414634,57.0882439024,57.2205609756,57.4112195122,57.6636341463,57.9842926829,58.3766829268,58.8293414634,59.3238780488,59.842804878,60.3606829268,60.8505609756,61.2959756098,61.6864634146,62.0155121951,62.2856585366
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,,,71.4634146341,,,,,71.9634146341,,,,,73.9512195122,,,,,75.9512195122,,,,,76.5975609756,,,,,,,,,,,,,
Denmark,DNK,72.1765853659,72.4382926829,72.3197560976,72.4004878049,72.4851219512,72.3707317073,72.4441463415,72.922195122,73.1214634146,73.2209756098,73.3434146341,73.4146341463,73.4390243902,73.682195122,73.8082926829,74.0751219512,73.7397560976,74.6324390244,74.3929268293,74.2192682927,74.1017073171,74.2304878049,74.5512195122,74.4204878049,74.562195122,74.4275609756,74.5797560976,74.6912195122,74.7717073171,74.7997560976,74.8053658537,75.157804878,75.1941463415,75.1168292683,75.3751219512,75.2126829268,75.5914634146,75.9451219512,76.1390243902,76.3414634146,76.5926829268,76.7926829268,76.8951219512,77.143902439,77.4926829268,77.843902439,78.0951219512,78.1951219512,78.4463414634,78.5975609756,79.1,79.8,80.0512195122,80.3,80.7,81.1
Dominican Republic,DOM,51.8452682927,52.5782439024,53.2992439024,54.0067804878,54.7003170732,55.3788292683,56.0442682927,56.695097561,57.3303414634,57.9465121951,58.5396829268,59.104902439,59.6392682927,60.1432682927,60.6169268293,61.062195122,61.4810487805,61.878902439,62.2651463415,62.6472682927,63.0356829268,63.4393658537,63.8628292683,64.3080731707,64.7776341463,65.2725365854,65.7957804878,66.3389268293,66.8885609756,67.4327073171,67.9504146341,68.4222195122,68.8371219512,69.1906341463,69.4832682927,69.7205121951,69.9163414634,70.0917317073,70.2636585366,70.4421463415,70.6337317073,70.8389268293,71.051804878,71.2668292683,71.4835365854,71.7003902439,71.9168292683,72.1313170732,72.3423170732,72.5483170732,72.749804878,72.9452926829,73.1353170732,73.319902439,73.5000243902,73.6766829268
Algeria,DZA,46.1351219512,46.5903170732,47.045,47.496195122,47.941902439,48.376097561,48.790804878,49.1875121951,49.5727073171,49.955902439,50.3436341463,50.7439268293,51.171804878,51.6457073171,52.1880731707,52.8362439024,53.6305121951,54.5782682927,55.6675365854,56.8748780488,58.1640243902,59.4867560976,60.7863414634,62.0089512195,63.1171219512,64.0737560976,64.857195122,65.4871463415,65.9894390244,66.3820487805,66.6945853659,66.9587317073,67.2096829268,67.4754878049,67.7755365854,68.1210731707,68.5092195122,68.9212195122,69.3409512195,69.7629268293,70.183902439,70.6017560976,71.0148536585,71.421,71.8162682927,72.1965609756,72.5577073171,72.8983658537,73.2193170732,73.5210243902,73.8040487805,74.07,74.324097561,74.5689512195,74.808097561,75.0425365854
East Asia & Pacific (excluding high income),EAP,45.4675805699,45.9090343202,46.6208290012,47.6401936813,48.9762970163,50.5545607177,52.2596213885,53.9557710124,55.5260584625,56.9116580594,58.0866501282,59.0669564251,59.9203839398,60.7058212395,61.4403378125,62.1368627852,62.7997987626,63.4215690483,63.9979285155,64.526936753,65.0071378461,65.4396914814,65.8312834948,66.1842178432,66.503545024,66.7938355399,67.0570168093,67.2957891516,67.5124071314,67.7133853614,67.9022823973,68.0828728947,68.258940295,68.4369560675,68.6253920835,68.8366238085,69.0811989077,69.3625085634,69.6779780645,70.0234178712,70.3898850017,70.7666754682,71.138628809,71.4944008913,71.8261805089,72.1279949315,72.3977302117,72.6401747379,72.8627414182,73.0674591139,73.2592701858,73.4430183016,73.6229306213,73.8031787075,73.9863844016,74.1741570715
Early-demographic dividend,EAR,45.1459127988,45.8151451915,46.4249090974,46.9741603378,47.578124259,48.1747625587,48.8134745504,49.3788251467,49.9257816209,50.4580605687,50.9819948067,51.506009158,52.0340651856,52.5762769412,53.1271282304,53.6852555866,54.2455527451,54.7952678431,55.3271051166,55.8342457571,56.3136077208,56.7680985539,57.2044899353,57.6342456954,58.0602655995,58.4867013811,58.9124405661,59.3384694591,59.7594608742,60.1848389222,60.6145712547,61.0398476067,61.4650286429,61.8897246075,62.3052667732,62.7061582991,63.0894329886,63.4517152206,63.7969122728,64.1271710681,64.4450563737,64.7568876401,65.0655908115,65.378940101,65.6993454163,66.0277425871,66.3680917009,66.7148483925,67.0662380897,67.4176952219,67.7641404496,68.1018958222,68.4280033654,68.7415243595,69.039353636,69.3207589894
East Asia & Pacific,EAS,48.2288898287,48.7578237991,49.4248707174,50.394704038,51.5863946435,52.9518003825,54.4833379062,55.9707492392,57.3471331118,58.590495432,59.6446600301,60.569963785,61.3707892423,62.073771361,62.7779764823,63.4537298953,64.0667240921,64.6510205588,65.1773846257,65.6701222257,66.0854374171,66.5026872995,66.8927749022,67.2115365365,67.5413585402,67.831044092,68.1041053073,68.3551957943,68.5449653744,68.7592493505,68.9363303639,69.1261823002,69.2893386921,69.4670569295,69.6664029092,69.8464382395,70.1212864618,70.401217445,70.6962186596,71.0219775361,71.3967155699,71.7692439741,72.1241952861,72.4627268467,72.7900858738,73.0642349278,73.3471977214,73.5872082269,73.8032024487,74.0221995359,74.1950359365,74.3536157305,74.5514503243,74.741409801,74.9265537262,75.1059699924
